Jahr,Monat,Tag,Strom
2014,8,19,0.0
2014,8,20,0.0
2014,8,21,0.0
2014,8,22,0.0
2014,8,23,0.0
2014,8,24,0.0
2014,8,25,0.0
2014,8,26,0.0
2014,8,27,0.0
2014,8,28,0.0
2014,8,29,0.0
2014,8,30,0.0
2014,8,31,1671063.0
2014,9,1,0.0
2014,9,2,0.0
2014,9,3,0.0
2014,9,4,0.0
2014,9,5,0.0
2014,9,6,0.0
2014,9,7,0.0
2014,9,8,0.0
2014,9,9,0.0
2014,9,10,0.0
2014,9,11,0.0
2014,9,12,0.0
2014,9,13,0.0
2014,9,14,0.0
2014,9,15,0.0
2014,9,16,0.0
2014,9,17,0.0
2014,9,18,0.0
2014,9,19,0.0
2014,9,20,0.0
2014,9,21,0.0
2014,9,22,0.0
2014,9,23,0.0
2014,9,24,0.0
2014,9,25,0.0
2014,9,26,0.0
2014,9,27,0.0
2014,9,28,0.0
2014,9,29,0.0
2014,9,30,1544972.0
2014,10,1,0.0
2014,10,2,0.0
2014,10,3,0.0
2014,10,4,0.0
2014,10,5,0.0
2014,10,6,0.0
2014,10,7,0.0
2014,10,8,0.0
2014,10,9,0.0
2014,10,10,0.0
2014,10,11,0.0
2014,10,12,0.0
2014,10,13,0.0
2014,10,14,0.0
2014,10,15,0.0
2014,10,16,0.0
2014,10,17,0.0
2014,10,18,0.0
2014,10,19,0.0
2014,10,20,0.0
2014,10,21,0.0
2014,10,22,0.0
2014,10,23,0.0
2014,10,24,0.0
2014,10,25,0.0
2014,10,26,0.0
2014,10,27,0.0
2014,10,28,0.0
2014,10,29,0.0
2014,10,30,0.0
2014,10,31,1644480.0
2014,11,1,0.0
2014,11,2,0.0
2014,11,3,0.0
2014,11,4,0.0
2014,11,5,0.0
2014,11,6,0.0
2014,11,7,0.0
2014,11,8,0.0
2014,11,9,0.0
2014,11,10,0.0
2014,11,11,0.0
2014,11,12,0.0
2014,11,13,0.0
2014,11,14,0.0
2014,11,15,0.0
2014,11,16,0.0
2014,11,17,0.0
2014,11,18,0.0
2014,11,19,0.0
2014,11,20,0.0
2014,11,21,0.0
2014,11,22,0.0
2014,11,23,0.0
2014,11,24,0.0
2014,11,25,0.0
2014,11,26,0.0
2014,11,27,0.0
2014,11,28,0.0
2014,11,29,0.0
2014,11,30,1541711.0
2014,12,1,0.0
2014,12,2,0.0
2014,12,3,0.0
2014,12,4,0.0
2014,12,5,0.0
2014,12,6,0.0
2014,12,7,0.0
2014,12,8,0.0
2014,12,9,0.0
2014,12,10,0.0
2014,12,11,0.0
2014,12,12,0.0
2014,12,13,0.0
2014,12,14,0.0
2014,12,15,0.0
2014,12,16,0.0
2014,12,17,0.0
2014,12,18,0.0
2014,12,19,0.0
2014,12,20,0.0
2014,12,21,0.0
2014,12,22,0.0
2014,12,23,0.0
2014,12,24,0.0
2014,12,25,0.0
2014,12,26,0.0
2014,12,27,0.0
2014,12,28,0.0
2014,12,29,0.0
2014,12,30,0.0
2014,12,31,1668766.0
2015,1,1,100000.0
2015,1,2,100000.0
2015,1,3,100000.0
2015,1,4,100000.0
2015,1,5,100000.0
2015,1,6,100000.0
2015,1,7,100000.0
2015,1,8,100000.0
2015,1,9,100000.0
2015,1,10,100000.0
2015,1,11,100000.0
2015,1,12,100000.0
2015,1,13,100000.0
2015,1,14,100000.0
2015,1,15,118000.0
2015,1,16,0.0
2015,1,17,0.0
2015,1,18,0.0
2015,1,19,0.0
2015,1,20,0.0
2015,1,21,0.0
2015,1,22,0.0
2015,1,23,0.0
2015,1,24,0.0
2015,1,25,0.0
2015,1,26,0.0
2015,1,27,0.0
2015,1,28,0.0
2015,1,29,0.0
2015,1,30,0.0
2015,1,31,190000.0
2015,2,1,61395.0
2015,2,2,61395.0
2015,2,3,61395.0
2015,2,4,20605.3
2015,2,5,60696.2
2015,2,6,58295.8
2015,2,7,49342.6
2015,2,8,36750.1
2015,2,9,61395.6
2015,2,10,56496.0
2015,2,11,56996.0
2015,2,12,56096.0
2015,2,13,56048.7
2015,2,14,46596.8
2015,2,15,35442.4
2015,2,16,55396.4
2015,2,17,57896.0
2015,2,18,59695.4
2015,2,19,58096.2
2015,2,20,55396.4
2015,2,21,43895.7
2015,2,22,35195.8
2015,2,23,54295.8
2015,2,24,53496.2
2015,2,25,51060.6
2015,2,26,52596.7
2015,2,27,49930.3
2015,2,28,41692.4
2015,3,1,33190.9
2015,3,2,50897.0
2015,3,3,52296.7
2015,3,4,53399.4
2015,3,5,54296.4
2015,3,6,52896.0
2015,3,7,41396.0
2015,3,8,32395.6
2015,3,9,51896.4
2015,3,10,51599.5
2015,3,11,54492.1
2015,3,12,54896.0
2015,3,13,53819.6
2015,3,14,44297.0
2015,3,15,32797.0
2015,3,16,49996.7
2015,3,17,49997.3
2015,3,18,49597.0
2015,3,19,51460.8
2015,3,20,50786.5
2015,3,21,38997.0
2015,3,22,30197.3
2015,3,23,51796.7
2015,3,24,48802.4
2015,3,25,51091.5
2015,3,26,50101.3
2015,3,27,48792.7
2015,3,28,37197.0
2015,3,29,27897.0
2015,3,30,48797.3
2015,3,31,48297.0
2015,4,1,51674.7
2015,4,2,47047.8
2015,4,3,45768.1
2015,4,4,34902.1
2015,4,5,29485.8
2015,4,6,43496.4
2015,4,7,47204.0
2015,4,8,47296.7
2015,4,9,45396.3
2015,4,10,45597.0
2015,4,11,38685.5
2015,4,12,28222.2
2015,4,13,49083.6
2015,4,14,49297.0
2015,4,15,53080.8
2015,4,16,56613.3
2015,4,17,50878.7
2015,4,18,39534.7
2015,4,19,28998.0
2015,4,20,47076.9
2015,4,21,50474.9
2015,4,22,52918.8
2015,4,23,51397.3
2015,4,24,51097.0
2015,4,25,42871.3
2015,4,26,32922.7
2015,4,27,54768.9
2015,4,28,52525.1
2015,4,29,50897.1
2015,4,30,50497.2
2015,5,1,41197.0
2015,5,2,37164.0
2015,5,3,32130.0
2015,5,4,54062.0
2015,5,5,56895.8
2015,5,6,53896.2
2015,5,7,53096.0
2015,5,8,53996.4
2015,5,9,43135.6
2015,5,10,33096.7
2015,5,11,52497.5
2015,5,12,54497.2
2015,5,13,56352.9
2015,5,14,42941.1
2015,5,15,47597.0
2015,5,16,18337.7
2015,5,17,0.0
2015,5,18,0.0
2015,5,19,0.0
2015,5,20,0.0
2015,5,21,0.0
2015,5,22,0.0
2015,5,23,0.0
2015,5,24,0.0
2015,5,25,0.0
2015,5,26,0.0
2015,5,27,159636.2
2015,5,28,262286.0
2015,5,29,199938.3
2015,5,30,42396.3
2015,5,31,31558.3
2015,6,1,14985.0
2015,6,2,0.0
2015,6,3,0.0
2015,6,4,0.0
2015,6,5,0.0
2015,6,6,0.0
2015,6,7,0.0
2015,6,8,0.0
2015,6,9,0.0
2015,6,10,0.0
2015,6,11,0.0
2015,6,12,0.0
2015,6,13,0.0
2015,6,14,0.0
2015,6,15,786795.1
2015,6,16,54573.2
2015,6,17,52297.0
2015,6,18,55297.3
2015,6,19,51797.0
2015,6,20,42597.0
2015,6,21,35914.9
2015,6,22,56996.0
2015,6,23,52996.4
2015,6,24,53496.0
2015,6,25,55082.3
2015,6,26,55709.7
2015,6,27,45596.0
2015,6,28,37385.4
2015,6,29,55206.7
2015,6,30,58096.0
2015,7,1,59696.0
2015,7,2,60596.0
2015,7,3,59296.4
2015,7,4,49496.0
2015,7,5,37096.0
2015,7,6,61799.1
2015,7,7,62093.3
2015,7,8,58196.4
2015,7,9,51695.3
2015,7,10,49796.7
2015,7,11,41196.4
2015,7,12,34596.0
2015,7,13,52395.6
2015,7,14,52996.4
2015,7,15,55996.4
2015,7,16,58196.0
2015,7,17,59896.9
2015,7,18,47595.6
2015,7,19,39096.4
2015,7,20,59996.0
2015,7,21,62384.8
2015,7,22,62207.7
2015,7,23,59159.1
2015,7,24,57922.7
2015,7,25,46843.6
2015,7,26,34321.8
2015,7,27,52396.4
2015,7,28,52096.0
2015,7,29,49196.4
2015,7,30,50195.1
2015,7,31,50296.4
2015,8,1,41596.4
2015,8,2,33178.2
2015,8,3,58313.9
2015,8,4,62711.9
2015,8,5,63195.0
2015,8,6,62781.6
2015,8,7,63396.4
2015,8,8,51696.0
2015,8,9,40796.0
2015,8,10,61096.0
2015,8,11,60805.7
2015,8,12,61495.6
2015,8,13,62795.0
2015,8,14,62095.0
2015,8,15,48390.2
2015,8,16,39196.0
2015,8,17,53292.9
2015,8,18,50097.0
2015,8,19,50097.3
2015,8,20,50396.7
2015,8,21,50797.3
2015,8,22,41496.1
2015,8,23,34097.9
2015,8,24,55193.7
2015,8,25,52196.0
2015,8,26,50696.4
2015,8,27,54095.6
2015,8,28,54661.8
2015,8,29,48655.2
2015,8,30,40537.7
2015,8,31,63252.3
2015,9,1,62939.2
2015,9,2,56096.4
2015,9,3,54596.0
2015,9,4,53896.0
2015,9,5,41696.4
2015,9,6,34445.6
2015,9,7,50746.9
2015,9,8,52895.3
2015,9,9,51395.8
2015,9,10,53696.4
2015,9,11,51996.0
2015,9,12,43196.3
2015,9,13,35696.2
2015,9,14,55396.0
2015,9,15,55995.6
2015,9,16,59496.4
2015,9,17,61295.6
2015,9,18,56096.0
2015,9,19,43859.1
2015,9,20,35833.4
2015,9,21,52896.2
2015,9,22,54061.3
2015,9,23,52597.0
2015,9,24,50929.6
2015,9,25,51164.7
2015,9,26,41497.1
2015,9,27,35526.7
2015,9,28,50996.4
2015,9,29,50995.1
2015,9,30,51996.0
2015,10,1,51996.0
2015,10,2,52596.8
2015,10,3,44195.6
2015,10,4,37796.1
2015,10,5,54196.0
2015,10,6,53795.7
2015,10,7,54376.4
2015,10,8,52696.7
2015,10,9,49615.8
2015,10,10,42579.5
2015,10,11,34196.7
2015,10,12,55397.3
2015,10,13,55597.1
2015,10,14,53895.7
2015,10,15,52358.7
2015,10,16,52036.7
2015,10,17,41597.0
2015,10,18,33497.3
2015,10,19,49197.3
2015,10,20,46797.0
2015,10,21,46595.4
2015,10,22,45960.0
2015,10,23,45031.1
2015,10,24,36200.9
2015,10,25,27896.0
2015,10,26,34698.7
2015,10,27,51297.0
2015,10,28,53195.7
2015,10,29,53377.0
2015,10,30,51386.6
2015,10,31,41196.1
2015,11,1,31996.4
2015,11,2,53909.3
2015,11,3,52897.0
2015,11,4,56381.7
2015,11,5,53995.6
2015,11,6,53413.4
2015,11,7,44578.6
2015,11,8,37595.6
2015,11,9,54896.8
2015,11,10,56296.0
2015,11,11,56196.0
2015,11,12,53819.3
2015,11,13,52496.7
2015,11,14,42997.0
2015,11,15,36197.0
2015,11,16,54669.7
2015,11,17,55524.7
2015,11,18,56467.7
2015,11,19,55296.0
2015,11,20,53496.4
2015,11,21,44795.6
2015,11,22,39695.6
2015,11,23,58530.4
2015,11,24,58597.5
2015,11,25,60360.6
2015,11,26,58733.3
2015,11,27,57497.0
2015,11,28,45897.3
2015,11,29,36897.0
2015,11,30,50055.3
2015,12,1,50438.0
2015,12,2,50796.7
2015,12,3,51897.3
2015,12,4,52451.6
2015,12,5,41142.4
2015,12,6,34597.0
2015,12,7,58249.0
2015,12,8,49696.0
2015,12,9,59446.0
2015,12,10,56796.7
2015,12,11,60644.9
2015,12,12,44049.4
2015,12,13,33742.4
2015,12,14,57151.7
2015,12,15,59597.0
2015,12,16,59340.0
2015,12,17,58554.0
2015,12,18,58897.0
2015,12,19,46797.0
2015,12,20,35796.7
2015,12,21,56997.3
2015,12,22,29287.3
2015,12,23,57000.0
2015,12,24,36000.0
2015,12,25,36000.0
2015,12,26,46000.0
2015,12,27,36000.0
2015,12,28,57000.0
2015,12,29,57000.0
2015,12,30,57000.0
2015,12,31,36000.0
2016,1,1,36000.0
2016,1,2,46000.0
2016,1,3,36000.0
2016,1,4,57000.0
2016,1,5,57000.0
2016,1,6,57000.0
2016,1,7,57000.0
2016,1,8,57000.0
2016,1,9,46000.0
2016,1,10,36000.0
2016,1,11,34930.0
2016,1,12,54921.8
2016,1,13,56569.7
2016,1,14,56596.4
2016,1,15,57525.2
2016,1,16,49266.6
2016,1,17,43964.4
2016,1,18,63627.3
2016,1,19,61996.0
2016,1,20,61030.6
2016,1,21,61461.5
2016,1,22,60996.0
2016,1,23,50333.3
2016,1,24,43358.2
2016,1,25,55735.8
2016,1,26,51456.7
2016,1,27,53737.3
2016,1,28,50654.5
2016,1,29,50538.9
2016,1,30,43997.0
2016,1,31,31997.0
2016,2,1,47596.8
2016,2,2,47896.8
2016,2,3,50448.8
2016,2,4,51396.0
2016,2,5,50346.6
2016,2,6,39296.7
2016,2,7,23815.7
2016,2,8,43596.7
2016,2,9,44997.0
2016,2,10,47997.3
2016,2,11,51212.8
2016,2,12,52281.0
2016,2,13,42711.1
2016,2,14,32082.9
2016,2,15,47197.0
2016,2,16,51296.7
2016,2,17,53507.0
2016,2,18,52796.4
2016,2,19,51696.0
2016,2,20,40688.6
2016,2,21,36497.0
2016,2,22,48897.0
2016,2,23,47401.0
2016,2,24,51792.7
2016,2,25,53099.3
2016,2,26,52595.0
2016,2,27,42697.0
2016,2,28,40696.4
2016,2,29,50997.2
2016,3,1,53297.3
2016,3,2,52897.0
2016,3,3,51397.0
2016,3,4,50297.0
2016,3,5,38903.8
2016,3,6,27889.9
2016,3,7,52097.0
2016,3,8,54697.0
2016,3,9,53586.3
2016,3,10,51708.0
2016,3,11,50597.0
2016,3,12,38596.7
2016,3,13,29196.7
2016,3,14,50397.0
2016,3,15,55279.8
2016,3,16,54996.0
2016,3,17,51715.2
2016,3,18,48297.0
2016,3,19,38296.7
2016,3,20,28997.1
2016,3,21,45797.3
2016,3,22,46121.2
2016,3,23,46197.8
2016,3,24,45898.0
2016,3,25,37570.7
2016,3,26,32425.3
2016,3,27,27068.7
2016,3,28,34497.0
2016,3,29,44696.7
2016,3,30,44629.7
2016,3,31,46830.9
2016,4,1,46930.4
2016,4,2,35932.4
2016,4,3,26561.6
2016,4,4,51197.0
2016,4,5,52097.1
2016,4,6,50597.0
2016,4,7,49997.2
2016,4,8,48297.0
2016,4,9,37039.3
2016,4,10,27711.1
2016,4,11,48140.2
2016,4,12,47297.0
2016,4,13,48697.0
2016,4,14,49496.8
2016,4,15,48197.3
2016,4,16,4445.2
2016,4,17,46727.0
2016,4,18,46727.0
2016,4,19,46727.0
2016,4,20,46727.0
2016,4,21,46727.0
2016,4,22,46727.0
2016,4,23,46727.0
2016,4,24,46727.0
2016,4,25,46727.0
2016,4,26,46727.0
2016,4,27,46727.0
2016,4,28,46727.0
2016,4,29,46727.0
2016,4,30,46727.0
2016,5,1,46727.0
2016,5,2,46727.0
2016,5,3,46727.0
2016,5,4,46727.0
2016,5,5,34596.8
2016,5,6,45696.9
2016,5,7,37038.1
2016,5,8,27655.9
2016,5,9,48397.0
2016,5,10,47396.7
2016,5,11,48297.0
2016,5,12,47997.0
2016,5,13,45097.0
2016,5,14,34097.0
2016,5,15,26346.2
2016,5,16,34547.8
2016,5,17,42196.8
2016,5,18,47197.0
2016,5,19,47996.8
2016,5,20,46351.3
2016,5,21,38242.7
2016,5,22,30996.9
2016,5,23,51896.8
2016,5,24,47755.4
2016,5,25,51038.6
2016,5,26,42197.0
2016,5,27,51035.6
2016,5,28,43058.2
2016,5,29,32897.2
2016,5,30,54097.0
2016,5,31,54131.4
2016,6,1,53895.7
2016,6,2,52563.6
2016,6,3,52497.0
2016,6,4,42397.0
2016,6,5,31596.7
2016,6,6,55925.5
2016,6,7,52968.9
2016,6,8,54497.0
2016,6,9,54496.9
2016,6,10,52421.1
2016,6,11,40872.7
2016,6,12,37697.0
2016,6,13,52997.0
2016,6,14,53196.7
2016,6,15,51416.2
2016,6,16,56396.0
2016,6,17,51578.8
2016,6,18,41097.0
2016,6,19,39096.7
2016,6,20,50197.3
2016,6,21,54197.0
2016,6,22,56397.0
2016,6,23,58607.8
2016,6,24,60996.0
2016,6,25,48796.0
2016,6,26,32187.9
2016,6,27,48597.0
2016,6,28,51897.0
2016,6,29,55501.7
2016,6,30,56092.0
2016,7,1,53800.0
2016,7,2,43496.0
2016,7,3,30995.0
2016,7,4,49997.0
2016,7,5,51596.0
2016,7,6,49698.0
2016,7,7,47997.0
2016,7,8,51296.7
2016,7,9,38097.0
2016,7,10,33397.0
2016,7,11,56489.9
2016,7,12,53904.1
2016,7,13,48497.0
2016,7,14,44496.7
2016,7,15,43597.0
2016,7,16,32397.3
2016,7,17,29696.7
2016,7,18,50697.0
2016,7,19,49997.0
2016,7,20,49880.8
2016,7,21,51113.0
2016,7,22,50396.9
2016,7,23,40578.0
2016,7,24,33616.3
2016,7,25,50375.8
2016,7,26,51095.7
2016,7,27,51795.9
2016,7,28,48496.0
2016,7,29,48496.0
2016,7,30,39896.0
2016,7,31,30123.1
2016,8,1,44096.9
2016,8,2,44297.2
2016,8,3,45766.3
2016,8,4,49427.8
2016,8,5,43796.7
2016,8,6,34397.0
2016,8,7,29297.0
2016,8,8,47296.8
2016,8,9,46096.9
2016,8,10,42097.0
2016,8,11,41297.0
2016,8,12,40436.6
2016,8,13,33157.4
2016,8,14,29096.7
2016,8,15,31297.2
2016,8,16,46397.1
2016,8,17,44997.0
2016,8,18,45097.0
2016,8,19,45550.0
2016,8,20,35943.7
2016,8,21,28145.7
2016,8,22,43648.2
2016,8,23,46596.8
2016,8,24,48845.2
2016,8,25,48996.4
2016,8,26,47949.3
2016,8,27,38297.0
2016,8,28,31997.0
2016,8,29,50040.0
2016,8,30,48553.6
2016,8,31,46597.0
2016,9,1,47897.0
2016,9,2,47797.0
2016,9,3,36797.3
2016,9,4,31296.7
2016,9,5,46697.0
2016,9,6,44697.0
2016,9,7,47597.0
2016,9,8,51096.7
2016,9,9,51097.0
2016,9,10,39497.0
2016,9,11,31427.0
2016,9,12,54267.0
2016,9,13,55524.6
2016,9,14,54896.0
2016,9,15,53070.4
2016,9,16,52197.0
2016,9,17,36496.9
2016,9,18,28596.8
2016,9,19,47718.9
2016,9,20,46675.1
2016,9,21,46796.7
2016,9,22,46397.0
2016,9,23,45397.0
2016,9,24,33697.0
2016,9,25,27481.2
2016,9,26,46412.7
2016,9,27,46696.7
2016,9,28,47697.0
2016,9,29,50797.0
2016,9,30,48597.3
2016,10,1,36596.7
2016,10,2,29788.3
2016,10,3,46305.7
2016,10,4,46096.7
2016,10,5,45397.0
2016,10,6,46897.0
2016,10,7,45597.0
2016,10,8,34997.0
2016,10,9,27395.2
2016,10,10,44998.0
2016,10,11,46198.0
2016,10,12,46196.8
2016,10,13,44096.7
2016,10,14,42897.0
2016,10,15,35997.0
2016,10,16,27802.6
2016,10,17,46991.1
2016,10,18,47497.0
2016,10,19,45297.0
2016,10,20,46097.0
2016,10,21,44197.0
2016,10,22,35696.7
2016,10,23,29897.0
2016,10,24,46697.0
2016,10,25,48297.3
2016,10,26,28212.5
2016,10,27,45281.2
2016,10,28,43797.0
2016,10,29,33997.0
2016,10,30,25916.6
2016,10,31,43377.1
2016,11,1,31818.9
2016,11,2,47198.0
2016,11,3,47950.2
2016,11,4,49620.6
2016,11,5,38396.9
2016,11,6,26897.0
2016,11,7,49097.0
2016,11,8,51197.0
2016,11,9,49997.0
2016,11,10,48727.9
2016,11,11,48197.9
2016,11,12,40864.9
2016,11,13,32397.0
2016,11,14,52697.0
2016,11,15,54096.7
2016,11,16,53197.0
2016,11,17,50397.2
2016,11,18,49796.9
2016,11,19,36996.9
2016,11,20,27997.0
2016,11,21,46397.0
2016,11,22,46696.7
2016,11,23,47841.3
2016,11,24,48852.7
2016,11,25,46343.3
2016,11,26,34897.9
2016,11,27,29349.6
2016,11,28,50496.8
2016,11,29,53697.0
2016,11,30,51945.6
2016,12,1,50200.9
2016,12,2,49044.4
2016,12,3,40696.8
2016,12,4,33497.0
2016,12,5,56297.0
2016,12,6,54797.2
2016,12,7,52096.8
2016,12,8,45437.4
2016,12,9,47117.0
2016,12,10,32297.9
2016,12,11,26098.0
2016,12,12,48970.7
2016,12,13,53760.6
2016,12,14,55896.8
2016,12,15,52197.0
2016,12,16,53529.2
2016,12,17,42396.3
2016,12,18,31365.5
2016,12,19,55497.0
2016,12,20,56997.0
2016,12,21,56096.9
2016,12,22,54596.8
2016,12,23,50097.0
2016,12,24,33697.0
2016,12,25,24073.9
2016,12,26,28398.0
2016,12,27,40597.8
2016,12,28,41738.0
2016,12,29,45676.9
2016,12,30,47896.7
2016,12,31,37213.9
2017,1,1,30180.1
2017,1,2,48897.0
2017,1,3,48397.0
2017,1,4,47897.0
2017,1,5,51097.0
2017,1,6,39497.0
2017,1,7,41996.7
2017,1,8,34697.0
2017,1,9,57404.8
2017,1,10,57596.0
2017,1,11,57689.9
2017,1,12,52697.0
2017,1,13,50797.0
2017,1,14,42596.7
2017,1,15,32597.0
2017,1,16,55997.3
2017,1,17,57196.7
2017,1,18,53566.3
2017,1,19,38731.1
2017,1,20,48906.5
2017,1,21,44592.1
2017,1,22,35396.0
2017,1,23,56402.5
2017,1,24,56797.0
2017,1,25,56696.7
2017,1,26,55897.0
2017,1,27,54597.0
2017,1,28,44496.7
2017,1,29,35584.2
2017,1,30,55996.4
2017,1,31,54110.7
2017,2,1,53396.7
2017,2,2,53580.2
2017,2,3,50813.8
2017,2,4,39497.0
2017,2,5,26496.7
2017,2,6,47776.1
2017,2,7,51917.9
2017,2,8,51096.7
2017,2,9,51120.9
2017,2,10,49498.0
2017,2,11,38198.0
2017,2,12,29797.8
2017,2,13,49298.2
2017,2,14,48369.0
2017,2,15,46426.8
2017,2,16,48498.0
2017,2,17,47565.9
2017,2,18,34530.0
2017,2,19,26663.7
2017,2,20,44832.2
2017,2,21,42561.8
2017,2,22,41997.0
2017,2,23,43497.0
2017,2,24,44097.0
2017,2,25,34496.8
2017,2,26,28838.2
2017,2,27,43598.0
2017,2,28,43754.7
2017,3,1,43196.8
2017,3,2,42096.9
2017,3,3,40843.4
2017,3,4,31050.6
2017,3,5,27245.3
2017,3,6,41597.9
2017,3,7,40398.0
2017,3,8,41046.4
2017,3,9,43949.6
2017,3,10,44644.3
2017,3,11,32051.6
2017,3,12,22214.5
2017,3,13,42798.0
2017,3,14,44297.8
2017,3,15,43439.3
2017,3,16,44697.0
2017,3,17,44596.9
2017,3,18,32758.6
2017,3,19,24435.2
2017,3,20,44560.8
2017,3,21,44997.8
2017,3,22,45732.1
2017,3,23,42963.9
2017,3,24,41698.0
2017,3,25,30298.0
2017,3,26,21798.0
2017,3,27,44198.0
2017,3,28,47198.0
2017,3,29,48825.0
2017,3,30,47770.8
2017,3,31,46523.0
2017,4,1,36097.0
2017,4,2,27196.9
2017,4,3,46774.9
2017,4,4,44498.0
2017,4,5,44717.9
2017,4,6,43877.9
2017,4,7,42215.8
2017,4,8,31380.2
2017,4,9,25098.0
2017,4,10,41512.8
2017,4,11,39583.2
2017,4,12,38410.8
2017,4,13,37185.0
2017,4,14,30798.0
2017,4,15,25498.0
2017,4,16,22198.0
2017,4,17,27197.8
2017,4,18,39898.0
2017,4,19,46703.6
2017,4,20,39796.7
2017,4,21,37793.6
2017,4,22,29598.0
2017,4,23,21799.8
2017,4,24,40096.2
2017,4,25,44797.4
2017,4,26,42698.6
2017,4,27,42497.8
2017,4,28,38794.3
2017,4,29,30701.7
2017,4,30,25097.8
2017,5,1,29091.2
2017,5,2,44404.8
2017,5,3,44289.2
2017,5,4,44206.8
2017,5,5,43387.2
2017,5,6,36296.7
2017,5,7,27497.3
2017,5,8,46396.7
